,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
2021-05-04,,71.87,,,469.89,47.68,,45.0,48.61,55.26,48.57,1423.23,15.54,40.21,,83.74,640.8,25.96,156.18,526.08,391.64,30.45,102.18,377.55,49.53,1959.56,,26.85,222.82,41.62,417.55,524.19,227.03,125.05,861.3,157.07,522.87,432.22,331.6,26.61,1867.48,2005.78,,1446.27,97.03,165.38,163.26,1216406.29,,665822.38,,32.9,324.58,86.72,158.28,128.9,651.47,,19.35,59.47,80.71,51.25,42.94,38.87,33.04,101.68,92.73,76.28,334.52,158.49,2016.0,42.5,,104.41,182.38,174.24,32.2,,180.09,48487.65,57535.73,,,11.83,76.14,,162.49,160.76,28.5,,42.61,34.33,32.54,1054.53,1279.95,2038.53,3520.69,,537.43,,89.84,60.38,,,82.78,188.17,3069.32,50.46,,282.66,115.36,,10292.51,924.59,228.46,13.92,,400.63,1.66,223.28,605.7,358.6,,28856.88,,377.17,,385.13,57.1,,57.99,949.31,154.08,88.53,7697.6,,113.18,87.35
2021-05-11,,71.87,,,472.5,47.69,,45.01,48.62,55.26,48.53,1422.71,15.56,40.32,,83.82,641.08,25.96,156.18,526.08,391.64,30.45,102.18,378.16,49.55,1962.72,,28.16,223.53,42.82,418.89,526.15,226.92,125.24,861.93,157.33,524.19,435.04,331.62,26.7,1869.17,2007.0,,1446.56,97.55,165.62,163.85,1220645.57,,667748.5,,33.71,324.52,86.93,159.01,129.35,652.05,,19.39,59.54,80.73,52.39,43.01,38.93,33.09,101.81,92.78,76.31,334.99,161.54,2016.0,42.5,,104.3,182.54,174.83,32.2,,180.31,48487.65,57535.73,,,11.83,76.1,,161.5,161.24,28.51,,42.61,34.33,32.54,1067.79,1306.46,2114.1,3600.0,,546.85,,89.91,60.32,,,82.84,188.64,3066.3,50.48,,283.6,115.78,,10303.94,926.45,228.09,13.93,,400.57,1.66,223.32,605.99,358.51,,28771.9,,377.17,,385.25,57.21,,58.07,946.91,154.58,88.85,7690.78,,113.0,86.48
2021-05-17,,72.05,,,474.97,47.71,,45.03,48.63,55.28,48.62,1426.04,15.57,40.49,,83.85,640.03,25.96,156.18,526.08,391.64,30.45,102.18,378.71,49.57,1970.43,,29.39,223.75,44.12,418.89,526.9,227.34,125.5,861.88,157.33,524.31,434.71,332.56,26.72,1871.41,2012.7,,1448.29,98.15,165.87,164.36,1223567.95,,668030.94,,34.76,324.5,87.02,159.66,129.7,653.92,,19.4,59.54,80.78,54.16,43.0,38.92,33.2,102.1,92.88,76.37,335.21,154.1,2016.0,42.5,,104.11,182.46,175.33,32.2,,180.29,48487.65,57535.73,,,11.79,76.08,,159.38,161.38,28.53,,42.61,34.42,32.58,1078.52,1329.86,2195.06,3651.58,,556.1,,90.0,60.5,,,82.72,189.21,3089.66,50.5,,284.35,116.39,,10311.4,927.14,228.32,13.94,,401.16,1.67,223.66,606.03,358.36,,28946.23,,377.17,,386.07,57.22,,58.11,950.63,154.66,88.85,7685.38,,113.37,85.26
2021-05-24,,71.85,,,477.41,47.76,,45.07,48.69,55.37,48.69,1425.17,15.64,40.65,,83.98,641.96,25.96,156.18,526.08,391.64,30.45,102.18,379.35,49.6,1988.39,,31.44,224.89,45.79,421.3,526.94,228.08,125.35,863.08,157.76,525.57,435.13,334.68,26.9,1874.81,2016.41,,1450.32,98.81,166.12,164.68,1224527.8,,668168.36,,35.63,325.48,87.18,160.46,130.29,655.15,,19.45,59.46,80.74,56.96,43.04,38.98,33.28,102.17,93.06,76.45,336.28,141.52,2016.0,42.5,,104.27,183.5,175.81,32.21,,180.49,48487.65,57535.73,,,11.86,76.03,,153.72,161.41,28.53,,42.61,34.42,32.58,1091.15,1344.43,2294.38,3780.81,,567.04,,90.24,60.5,,,82.61,189.82,3092.27,50.55,,285.81,117.03,,10301.81,928.03,228.81,13.95,,402.18,1.67,224.25,606.27,359.1,,29114.45,,377.17,,387.13,57.23,,58.18,952.4,154.1,89.04,7757.13,,113.49,83.26
2021-05-31,,71.84,,,476.68,47.82,,45.12,48.75,55.44,48.62,1426.76,15.67,40.76,,83.92,643.26,25.96,156.18,526.08,391.64,30.45,102.18,379.95,49.71,2000.03,,33.05,226.05,47.25,422.66,528.05,228.48,125.58,863.31,158.26,526.17,436.61,336.22,26.88,1876.17,2017.24,,1451.58,99.27,165.98,165.42,1229027.77,,668454.27,,36.23,325.89,87.26,161.35,130.56,655.32,,19.46,59.61,80.78,59.48,43.06,39.12,33.32,102.29,93.09,76.36,337.49,134.43,2015.97,42.5,,104.42,183.62,176.12,32.24,,180.64,48487.65,57535.73,,,11.82,75.9,,148.24,162.08,28.54,,42.61,34.42,32.58,1091.15,1344.43,2299.44,3780.81,,567.04,,90.48,60.34,,,82.64,189.86,3093.61,50.57,,286.64,117.58,,10303.34,927.89,229.14,13.95,,403.11,1.67,224.3,606.86,359.65,,29114.72,,377.17,,387.84,57.26,,58.25,952.7,153.9,89.2,7732.33,,113.13,80.68
2021-06-07,,72.15,,,480.15,47.93,,45.2,48.88,55.63,48.86,1424.63,15.6,41.11,,84.02,642.65,25.96,156.18,526.08,391.56,30.45,102.16,380.57,49.7,2075.7,,34.34,226.64,49.56,423.48,529.63,228.64,125.63,865.51,158.18,527.37,438.01,336.96,27.07,1878.44,2019.1,,1451.83,99.97,166.03,166.41,1240659.25,,668515.17,,36.79,326.44,87.1,162.24,130.98,654.03,,19.47,59.82,80.66,62.97,43.03,39.22,33.52,102.34,93.15,76.41,338.09,126.25,2015.97,42.5,,104.37,184.45,176.8,32.24,,181.46,48487.65,57535.73,,,11.76,75.69,,141.33,162.12,28.56,,42.61,34.44,32.6,1091.15,1344.43,2299.44,3780.81,,567.04,,90.84,60.3,,,82.65,190.7,3236.89,50.68,,286.77,118.2,,10328.2,928.37,229.38,13.95,,402.82,1.68,223.6,607.01,359.05,,28957.99,,377.17,,387.92,57.36,,58.33,952.16,155.64,89.12,7701.42,,113.15,77.39
2021-06-15,,72.38,,,481.94,48.01,,45.26,48.96,55.74,48.81,1423.78,15.65,41.36,,83.77,640.5,25.96,156.18,526.08,391.56,30.45,102.16,381.16,49.77,2091.09,,35.84,227.63,53.04,424.64,531.39,228.62,125.51,873.46,158.33,526.91,437.46,337.81,27.04,1879.1,2023.71,,1452.74,100.3,166.0,167.18,1243553.62,,668511.97,,37.21,326.2,86.97,163.17,131.13,654.19,,19.51,59.89,80.56,69.41,42.96,39.34,33.73,102.67,93.17,76.41,338.43,119.24,2015.97,42.5,,104.51,184.72,177.07,32.24,,181.53,48487.65,57535.73,,,11.73,75.75,,134.33,162.36,28.56,,42.61,34.44,32.6,1106.06,1357.72,2260.51,3580.04,,574.59,,90.94,60.32,,,82.69,191.14,3263.99,50.84,,287.63,118.86,,10273.92,927.99,229.96,13.95,,404.06,1.68,223.63,607.99,359.48,,28996.92,,377.17,,388.69,57.52,,58.38,952.6,155.09,89.21,7731.88,,113.45,73.98
2021-06-21,,72.4,,,484.25,48.05,,45.31,48.99,55.8,48.83,1421.29,15.67,41.54,,83.97,640.7,25.96,156.18,526.08,391.56,30.45,102.16,381.25,49.82,2109.64,,37.49,228.7,56.63,426.05,532.69,228.78,125.58,879.63,158.92,527.87,438.23,339.16,27.14,1879.74,2023.08,,1453.75,100.81,166.09,167.6,1244662.18,,668517.72,,37.33,327.2,87.09,163.76,131.26,656.3,,19.54,59.89,80.79,76.9,43.09,39.38,33.87,102.31,93.42,76.52,339.13,112.08,2015.97,42.5,,104.82,185.09,177.1,32.24,,181.85,48487.65,57535.73,,,11.74,75.73,,128.34,162.97,28.56,,42.61,34.44,32.6,1126.77,1384.39,2228.45,3441.07,,582.84,,91.12,60.26,,,82.65,191.33,3295.52,50.9,,288.28,119.67,,10208.14,930.19,229.78,13.96,,405.02,1.68,224.04,607.54,359.43,,28791.12,,377.17,,388.76,57.57,,58.46,955.71,155.29,89.32,7713.0,,114.12,71.72
2021-06-28,,72.34,,,485.53,48.09,,45.34,49.03,55.87,48.82,1420.29,15.69,41.71,,84.02,642.13,25.96,156.18,526.08,391.56,30.45,102.16,382.12,49.91,2113.54,,38.53,229.93,58.55,425.86,533.94,228.57,125.38,875.42,159.17,528.35,440.35,340.8,27.18,1879.13,2026.83,,1452.14,101.03,166.08,167.54,1245035.89,,668524.88,,37.12,327.79,87.23,164.26,131.33,657.22,,19.58,60.04,80.74,82.8,43.19,39.37,33.98,102.1,93.46,76.49,340.04,104.47,2015.97,42.5,,105.09,185.48,177.41,32.24,,182.7,48487.65,57535.73,,,11.74,75.74,,124.3,163.47,28.57,,42.61,34.44,32.6,1151.16,1411.4,2200.47,3300.84,,591.74,,91.24,60.2,,,82.84,191.75,3300.68,50.97,,289.08,120.22,,10221.24,931.86,230.37,14.0,,405.36,1.69,224.18,607.51,359.59,,28823.09,,377.17,,389.21,57.65,,58.51,954.61,155.02,89.5,7817.98,,114.12,70.39
2021-07-05,,72.72,,,487.82,48.17,,45.4,49.11,56.05,49.01,1418.84,15.77,41.77,,84.14,643.21,26.84,160.93,537.76,403.16,31.43,105.56,382.57,50.01,2145.99,16816.49,39.91,,56.7,425.61,533.01,228.72,125.43,876.04,,529.61,441.12,340.74,27.28,1876.79,2025.82,,1452.72,101.24,166.11,168.29,1251323.66,,684704.73,,36.62,327.9,87.46,164.81,131.45,655.82,676.97,19.58,60.1,80.98,87.27,43.3,39.45,34.04,102.38,93.54,,341.32,97.84,2070.16,43.48,,104.89,185.84,177.84,32.38,482.93,184.37,48487.65,,45718.47,,11.72,75.78,,118.0,163.74,28.57,,42.61,34.44,32.61,1153.12,1402.03,2118.13,3266.27,,594.69,,91.45,60.19,,,83.01,192.05,3344.06,51.04,,289.33,121.38,,10228.07,932.06,230.11,14.02,,405.9,1.69,224.5,609.23,359.92,,28953.33,,393.55,,389.37,57.71,,58.52,953.82,155.64,90.02,7841.06,,114.26,69.61
2021-07-12,,72.85,,,486.82,48.23,,45.46,49.17,56.13,49.14,1416.41,15.81,41.88,,84.09,643.93,26.89,161.13,538.61,404.16,31.5,105.71,382.57,50.12,2150.44,17270.74,41.58,,53.64,425.39,534.21,228.51,125.5,881.9,,531.03,441.79,341.5,27.34,1875.65,2023.75,,1451.39,101.41,166.43,168.88,1260575.31,,684896.45,,35.75,328.23,87.44,165.02,131.86,656.99,687.94,19.68,60.19,80.99,88.95,43.28,39.52,34.24,102.59,93.65,,341.49,93.42,2073.04,43.56,,104.9,186.08,178.7,32.38,496.88,183.88,48487.65,,43594.11,,11.71,75.25,,112.29,163.89,28.58,,42.61,34.44,32.61,1150.27,1394.17,2027.43,3236.24,,595.45,,91.49,60.24,,,83.01,192.13,3352.25,51.1,,289.66,121.96,,10233.4,931.55,230.78,14.02,,405.9,1.7,225.47,608.4,361.64,,29033.82,,393.55,,389.19,57.82,,58.56,952.76,156.18,89.85,7797.99,,114.51,69.19
2021-07-19,,72.97,,,485.64,48.31,,45.52,49.24,56.32,49.19,1412.46,15.82,41.85,,84.15,642.69,26.96,161.58,540.44,405.34,31.57,105.71,383.21,50.18,2160.96,17669.19,42.56,,50.31,426.4,533.75,228.11,123.87,883.19,,531.34,442.22,342.56,27.51,1872.45,2025.13,,1450.04,101.8,166.57,169.38,1263028.43,,684986.09,,34.88,328.58,87.62,165.56,132.07,658.68,693.16,19.74,60.15,80.94,85.58,43.31,39.52,34.34,102.85,93.72,,342.54,88.37,2078.24,43.65,,105.3,185.93,178.84,32.4,514.27,183.71,48487.65,,40588.4,,11.68,75.28,,106.23,164.25,28.59,,42.61,34.44,32.61,1144.28,1378.13,1945.85,3215.15,,593.38,,91.49,60.25,,,82.98,192.41,3354.16,51.17,,290.43,122.52,,10294.8,934.68,231.33,14.08,,405.89,1.7,225.15,606.72,361.84,,29132.65,,393.55,,388.42,57.92,,58.58,951.75,155.6,90.09,7744.78,,114.98,68.96
2021-07-26,,73.05,,,484.93,48.44,,45.63,49.36,56.53,49.39,1413.46,15.84,41.49,,84.48,642.44,27.01,161.86,541.62,406.08,31.62,105.78,383.79,50.28,2165.61,17944.94,42.66,,46.51,428.38,535.33,228.08,123.88,885.15,,531.91,443.03,344.85,27.65,1882.53,2025.49,,1451.03,102.16,166.74,170.52,1264113.7,,685194.86,,34.23,329.22,87.92,165.71,131.98,659.03,699.27,19.81,60.14,81.03,78.4,43.38,39.7,34.48,103.2,93.91,,342.68,83.59,2081.69,43.73,,105.61,186.36,179.62,32.48,517.7,183.48,48487.65,,38431.34,,11.71,75.65,,101.67,164.69,28.6,,42.61,34.44,32.61,1138.08,1366.54,1857.72,3204.3,,590.96,,91.51,60.13,,,83.24,192.58,3355.18,51.21,,291.28,123.07,,10368.57,934.96,231.34,14.1,,408.06,1.7,226.52,608.36,363.21,,29144.26,,393.57,,388.83,58.01,,58.7,954.12,156.66,90.1,7763.91,,115.09,68.82
2021-08-02,,72.89,,,485.16,48.55,,45.72,49.47,56.72,49.28,1414.06,15.85,41.29,,84.72,641.14,27.01,161.86,541.62,406.08,31.62,105.78,384.91,50.35,2142.43,18205.79,43.52,,43.51,428.1,534.91,228.32,124.09,884.56,,532.33,443.64,343.67,27.77,1882.35,2021.33,,1453.14,102.26,166.81,170.88,1267806.21,,685599.33,,34.0,329.36,88.21,165.89,132.13,659.96,703.39,19.88,60.17,81.33,69.52,43.4,39.87,34.65,103.03,94.04,,343.08,79.13,2082.55,43.75,,106.29,186.44,180.61,32.49,519.11,183.78,48487.65,,36418.68,,11.76,75.67,,94.57,164.83,28.6,,42.61,34.44,32.61,1132.52,1357.83,1882.94,3266.86,,589.61,,91.75,60.05,,,83.27,192.43,3368.29,51.28,,292.08,123.39,,10410.15,936.95,231.06,14.16,,407.53,1.71,227.03,609.78,362.21,,29542.56,,393.73,,388.79,58.11,,58.74,953.53,157.09,90.28,7830.96,,114.48,68.13
2021-08-09,,72.64,,,486.45,48.68,,45.82,49.58,56.99,49.08,1414.94,15.86,41.21,,84.97,641.72,27.01,161.85,541.57,406.08,31.62,105.65,386.25,50.48,2142.43,18348.55,43.62,,41.45,426.85,536.09,228.47,124.53,880.67,,532.76,443.64,343.31,27.86,1884.18,2022.02,,1452.24,102.32,166.89,170.48,1271105.33,,685615.88,,33.91,329.73,88.16,166.09,132.35,661.09,701.23,19.82,60.27,81.18,63.39,43.47,39.84,34.74,103.04,94.18,,343.07,75.26,2082.38,43.74,,106.2,186.58,180.98,32.5,516.69,183.89,48487.65,,34609.1,,11.65,75.62,,89.72,164.17,28.6,,42.7,34.44,32.61,1133.3,1349.09,1921.59,3326.67,,592.37,,91.87,60.16,,,83.18,192.65,3369.47,51.32,,293.33,123.79,,10488.6,936.88,232.18,14.19,,406.44,1.72,228.03,608.29,362.34,,29783.65,,393.73,,388.46,58.17,,58.75,954.96,157.08,90.24,7940.05,,114.28,67.6
2021-08-16,,72.49,,,487.24,48.86,,45.97,49.75,57.34,48.91,1419.59,15.87,41.25,,84.66,639.96,27.01,161.85,541.57,406.08,31.62,105.65,387.27,50.59,2142.41,18430.57,43.35,,39.82,427.32,531.6,228.68,124.05,881.12,,535.26,443.99,342.87,27.89,1888.33,2019.17,,1451.32,102.56,167.02,170.53,1272912.3,,686789.3,,33.94,330.4,88.01,166.34,132.45,661.53,697.47,19.84,60.16,81.21,58.59,43.45,39.93,34.86,102.88,94.28,,343.56,72.32,2082.38,43.74,,105.73,186.7,180.66,32.5,514.5,184.38,48487.65,,35629.53,,11.6,74.84,,86.67,163.95,28.6,,42.7,34.44,32.61,1135.67,1344.07,1975.27,3402.57,,595.61,,92.1,60.09,,,83.24,191.63,3365.95,51.32,,296.07,124.11,,10513.21,935.09,232.11,14.22,,407.21,1.73,228.54,609.42,362.4,,29873.32,,393.73,,388.0,58.12,,58.78,956.69,156.83,89.95,7795.79,,113.72,67.17
2021-08-23,,72.98,,,488.38,49.01,,46.1,49.89,57.56,49.03,1426.65,15.94,41.56,,85.09,641.52,27.01,161.85,541.57,406.08,31.62,105.65,389.76,50.66,2126.8,18703.99,43.15,,39.06,428.18,536.19,228.85,124.36,886.34,,536.85,445.27,345.49,27.99,1900.08,2025.41,,1455.69,102.66,167.52,171.06,1274483.56,,687620.12,,33.83,331.43,88.35,166.28,132.42,661.36,691.02,19.95,60.34,81.16,54.19,43.54,39.61,34.97,102.85,94.55,,344.59,71.83,2082.38,43.74,,105.93,186.9,181.6,32.5,510.84,184.67,48487.65,,35881.32,,11.65,75.13,,85.2,164.38,28.6,,42.7,34.44,32.61,1143.69,1342.85,2031.55,3443.93,,599.38,,92.09,59.73,,,83.48,190.91,3351.36,51.4,,297.92,124.58,,10570.76,933.69,232.68,14.23,,410.34,1.75,228.74,610.81,363.16,,29871.61,,393.73,,387.9,58.22,,58.9,958.28,155.99,90.16,7819.08,,112.49,66.65
2021-08-30,,73.04,,,489.09,49.08,,46.16,49.98,57.65,49.15,1438.97,16.0,41.6,,85.1,642.04,27.01,161.85,541.57,406.08,31.62,105.65,390.75,50.69,2108.4,18802.06,42.4,,38.32,429.07,537.0,228.45,124.69,889.3,,537.72,447.91,346.04,28.17,1910.84,2031.08,,1459.82,102.51,167.74,171.48,1277297.66,,687595.72,,33.53,331.82,88.4,166.92,132.51,663.77,677.77,20.0,60.5,81.31,51.27,43.52,39.64,35.11,103.01,94.55,,345.05,71.82,2082.38,43.74,,106.49,187.57,182.72,32.51,506.78,185.06,48487.65,,35506.41,,11.65,75.1,,85.35,163.88,28.6,,42.7,34.44,32.61,1143.69,1342.85,2031.55,3443.93,,599.38,,92.32,59.45,,,83.46,190.83,3336.64,51.43,,299.39,124.94,,10606.59,934.62,232.83,14.25,,411.34,1.77,229.06,611.43,364.22,,29899.54,,393.73,,388.86,58.39,,59.02,958.47,156.96,90.09,7853.23,,112.25,66.31
2021-09-06,,73.01,,,489.86,48.93,,45.99,49.82,57.57,49.17,1440.98,16.03,41.76,,85.16,642.56,27.01,161.85,541.57,406.08,31.62,105.73,393.97,50.62,1993.6,18943.55,41.65,,37.64,430.89,536.83,227.99,124.86,894.74,,540.68,449.05,345.41,28.18,1915.35,2038.81,,1462.17,102.5,168.42,172.11,1283920.67,,706885.84,,33.42,332.58,88.49,167.3,132.63,665.36,669.84,19.99,60.6,81.93,49.5,43.62,39.69,35.27,103.0,94.72,,345.77,72.57,2082.38,43.74,,106.48,188.06,183.05,32.51,499.91,185.14,48488.46,,36329.2,,11.61,74.84,,86.47,164.31,28.62,,42.7,34.44,32.61,1147.25,1337.51,2051.52,3457.57,,597.41,,92.61,59.57,,,83.53,190.26,3269.27,51.59,,300.27,125.24,,10641.67,935.32,233.61,14.28,,410.72,1.78,229.43,609.38,364.77,,30049.9,,393.73,,388.48,58.44,,59.02,956.45,157.15,90.5,7909.02,,111.5,66.34
2021-09-13,,72.75,,,491.62,48.88,,45.94,49.76,57.56,49.13,1441.44,16.04,41.91,,85.12,642.47,27.01,161.88,541.73,406.08,31.62,105.73,397.2,50.63,1983.61,19046.16,41.3,,37.86,430.61,538.79,228.31,124.83,901.17,,541.1,449.48,346.35,28.33,1913.39,2045.77,,1464.23,102.71,169.09,172.25,1287345.43,,707175.87,,33.09,332.76,88.66,167.97,132.68,665.96,664.53,19.9,60.72,82.32,48.18,43.69,39.67,35.35,102.89,94.79,,348.09,76.32,2082.38,43.74,,106.46,187.57,183.98,32.51,500.25,184.89,48488.46,,34228.53,,11.55,74.86,,89.84,164.34,28.62,,42.7,34.44,32.61,1144.65,1323.21,2072.99,3475.28,,594.58,,92.33,59.43,,,83.43,189.3,3263.5,51.62,,301.25,125.54,,10656.4,937.14,234.2,14.27,,411.41,1.79,229.54,612.5,366.23,,30066.75,,393.73,,388.44,58.52,,59.09,955.45,156.19,91.08,7904.21,,109.05,66.61
2021-09-20,,73.25,,,493.07,48.87,,45.93,49.74,57.57,49.3,1439.78,16.15,42.25,,85.48,643.47,27.01,161.88,541.73,406.08,31.62,105.73,400.06,50.62,1959.06,19049.13,41.04,,37.89,431.24,541.29,228.86,125.17,902.09,,541.22,450.68,346.71,28.58,1918.4,2050.81,,1466.11,103.09,171.2,173.02,1289314.92,,708820.35,,32.72,334.38,88.93,168.44,132.73,668.16,657.67,20.0,60.9,82.62,46.72,43.68,39.5,35.46,102.57,95.2,,348.55,81.66,2082.38,43.74,,106.51,188.0,184.09,32.51,488.15,185.58,48488.46,,32828.03,,11.53,74.81,,96.97,164.15,28.62,,42.7,34.44,32.61,1139.93,1317.94,2076.98,3509.5,,592.83,,92.82,59.54,,,83.34,189.2,3257.38,51.75,,302.66,125.83,,10669.49,939.62,234.64,14.29,,411.1,1.8,229.81,614.42,367.36,,30189.8,,393.73,,388.59,58.61,,59.16,957.33,156.62,91.56,7887.27,,107.86,67.99
2021-09-27,,73.54,,,491.2,48.88,,45.94,49.76,57.59,49.31,1447.98,16.25,42.36,,86.08,642.96,27.01,161.88,541.73,406.08,31.62,105.73,402.45,50.64,1958.23,19041.4,40.85,,38.56,432.7,542.65,230.08,125.08,899.47,,542.3,451.51,346.27,28.72,1930.07,2059.28,,1471.35,103.4,173.11,173.56,1293067.24,,709470.05,,32.57,335.72,89.42,168.74,132.83,670.38,646.27,20.08,61.12,83.09,46.16,43.79,39.66,35.61,102.52,95.39,,349.56,85.08,2082.38,43.74,,107.28,188.36,183.9,32.52,481.59,186.02,48488.46,,34528.49,,11.53,74.94,,106.72,164.34,28.62,,42.7,34.44,32.61,1143.7,1309.14,2069.61,3559.64,,590.4,,93.08,59.67,,,83.72,189.37,3246.82,51.8,,304.43,126.0,,10701.43,938.94,235.77,14.32,,413.52,1.82,230.74,615.67,367.84,,30389.27,,393.73,,389.42,58.77,,59.23,964.26,157.77,91.65,7899.91,,105.69,70.37
2021-10-04,,74.11,,,493.57,48.9,,45.97,49.78,57.6,49.83,1448.48,16.33,42.71,,86.55,642.53,27.01,161.87,541.76,406.08,31.62,105.73,404.7,50.65,1929.05,18988.2,40.71,,40.24,431.85,543.92,230.78,125.62,904.82,,544.61,451.43,347.79,28.87,1932.87,2061.67,,1472.99,103.85,175.87,174.42,1295376.08,,709710.66,,32.35,336.0,89.99,168.8,132.94,671.53,637.98,20.29,61.38,83.43,46.05,44.02,39.79,35.73,103.16,95.52,,349.98,90.47,2082.54,43.73,,107.22,188.11,184.16,32.52,472.36,186.66,48488.46,,33473.69,,11.59,75.13,,119.51,164.84,28.68,,42.7,34.44,32.61,1148.39,1317.5,2074.74,3577.47,,590.16,,92.98,59.84,,,84.08,189.45,3197.38,51.91,,306.62,126.17,,10758.07,938.44,236.8,14.35,,415.11,1.83,230.34,616.38,369.37,,30793.19,,393.73,,389.81,59.05,,59.44,963.22,157.9,91.71,8006.57,,104.23,73.49
2021-10-11,,74.65,,,492.82,48.96,,46.02,49.84,57.66,50.06,1446.88,16.37,42.87,,86.69,642.92,27.01,161.87,541.76,406.08,31.62,105.75,405.97,50.69,1928.53,18944.61,40.78,,41.99,433.96,547.43,231.31,126.17,910.96,,545.23,452.85,349.63,28.97,1936.3,2063.05,,1474.35,104.76,178.54,174.97,1299109.21,,709768.02,,32.25,336.25,90.33,169.04,133.1,674.25,630.38,20.4,61.63,83.67,45.6,44.29,40.07,35.82,103.1,95.68,,350.97,100.29,2082.54,43.73,,107.06,188.29,184.81,32.52,468.35,186.95,48488.46,,30092.76,,11.63,75.47,,131.05,164.82,28.69,,42.7,34.44,32.61,1144.02,1337.11,2084.15,3590.57,,590.51,,93.03,59.71,,,84.4,189.32,3185.27,52.15,,308.0,126.32,,10827.05,938.08,238.55,14.39,,416.39,1.84,229.84,616.31,370.5,,30856.82,,393.73,,390.46,59.36,,59.69,956.84,158.25,91.99,8008.87,,102.79,75.92
2021-10-18,,74.96,,,492.52,49.12,,46.19,49.99,57.83,50.42,1448.97,16.34,42.99,,87.15,643.87,27.01,161.87,541.76,406.08,31.62,105.75,406.52,50.86,1927.47,18935.78,40.76,,43.51,434.96,546.69,231.52,126.19,904.51,,545.68,452.82,349.55,29.08,1938.79,2067.53,,1476.45,105.84,181.22,175.15,1301127.7,,717402.75,,31.96,336.52,90.7,169.8,133.25,677.01,625.4,20.49,62.03,84.18,45.44,44.45,40.17,35.98,103.23,95.88,,351.56,114.59,2082.54,43.73,,107.14,189.74,185.42,32.55,463.78,187.65,48488.46,,28254.28,,11.69,75.68,,144.05,164.62,28.7,,42.7,34.44,32.61,1141.73,1349.73,2089.97,3578.35,,589.8,,93.33,59.58,,,84.7,189.56,3183.76,52.57,,309.2,126.43,,10824.99,937.52,239.59,14.38,,417.91,1.85,230.6,618.59,372.12,,30727.03,,393.73,,389.86,59.45,,59.86,961.51,159.48,91.66,7961.36,,101.56,78.04
2021-10-25,,75.24,,,493.92,49.19,,46.26,50.06,57.91,50.72,1452.15,16.43,42.97,,87.63,643.97,27.01,161.87,541.76,406.08,31.62,105.75,408.85,51.02,1930.5,18999.14,40.73,,44.51,438.19,548.05,232.2,125.79,909.39,,546.38,453.29,350.81,29.21,1943.87,2071.35,,1481.3,106.84,182.66,175.48,1302940.79,,719911.69,,31.75,337.24,91.17,171.03,133.65,679.44,613.82,20.52,62.18,84.51,45.38,44.72,40.28,36.05,103.53,96.29,,352.68,127.62,2082.54,43.73,,107.93,190.1,186.35,32.54,460.71,187.65,48488.46,,28136.49,,11.5,75.77,,154.36,165.03,28.74,,42.7,34.44,32.63,1140.43,1362.89,2122.0,3599.15,,586.19,,93.65,59.82,,,85.23,190.06,3174.58,52.88,,309.97,126.56,,10818.32,938.64,240.4,14.35,,419.07,1.87,231.33,621.64,373.59,,30865.11,,393.73,,390.13,59.63,,60.1,964.49,160.08,92.11,7989.09,,100.42,79.67
2021-11-01,,75.36,,,493.98,49.31,,46.37,50.17,58.05,50.84,1454.54,16.43,42.99,,87.97,644.08,27.01,161.87,541.76,406.08,31.62,105.75,410.27,51.3,1926.91,18998.93,40.77,,45.14,439.99,552.58,231.93,125.7,913.21,,548.59,454.89,352.35,29.37,1945.08,2071.91,,1480.35,108.27,183.71,176.36,1304400.52,,720604.41,,31.55,338.26,91.6,171.72,133.87,683.52,611.16,20.64,62.36,84.73,45.23,44.96,40.39,36.33,103.43,96.38,,353.48,139.95,2082.54,43.73,,108.11,190.51,187.63,32.54,456.06,188.03,48488.46,,26307.04,,11.56,75.89,,162.49,165.14,28.85,,42.7,34.44,32.64,1140.43,1362.89,2122.0,3599.15,,586.19,,93.78,60.11,,,85.88,190.23,3150.97,53.33,,310.25,126.67,,10802.27,940.03,240.9,14.37,,420.72,1.88,233.35,619.47,374.83,,31051.68,,393.73,,390.81,59.92,,60.4,964.37,160.1,92.32,8036.26,,99.93,81.12
