,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
2014-01-13,,,,,288.96,30.48,27.77,29.43,32.55,,,,,,,50.68,459.56,16.29,103.15,363.61,262.36,20.97,,244.65,33.49,,,18.86,132.89,24.66,253.35,313.02,,,,79.81,,,191.41,,,1196.91,,,37.14,106.51,,,550403.21,331645.52,,22.86,199.57,50.78,80.35,74.67,314.58,,,39.05,52.03,28.31,26.84,20.48,18.59,,,,,128.98,1400.52,28.31,,,,104.58,19.56,,,,,,,,,,111.79,106.95,,16.64,26.67,16.62,15.71,,,,,,,,,27.87,,,43.42,91.28,,32.06,,214.4,37.68,,,,137.83,10.99,,247.13,1.12,,331.98,212.19,,15754.74,,275.17,,,35.94,,34.38,427.81,,,,,64.1,54.87
2014-01-20,,,,,288.39,30.51,27.82,29.46,32.58,,,,,,,50.71,464.37,16.29,103.15,363.61,262.36,20.98,,244.44,33.53,,,19.44,132.97,25.17,253.8,313.25,,,,80.02,,,191.64,,,1195.28,,,37.01,106.53,,,552274.68,331848.19,,23.69,199.71,50.8,80.32,74.42,315.64,,,39.18,52.2,28.59,26.81,20.5,18.6,,,,,126.79,1400.51,28.31,,,,104.61,19.57,,,,,,,,,,110.92,107.23,,16.68,26.67,16.62,15.69,,,,,,,,,27.93,,,43.41,91.63,,31.94,,214.13,37.75,,,,138.06,11.0,,247.92,1.12,,333.92,212.81,,15782.78,,275.16,,,35.98,,34.43,427.06,,,,,64.48,53.52
2014-01-27,,,,,287.37,30.52,27.83,29.48,32.59,,,,,,,50.75,467.75,16.29,103.12,363.58,262.28,20.98,,244.23,33.56,,,19.94,133.06,25.68,254.89,313.28,,,,80.04,,,191.66,,,1196.35,,,36.88,106.32,,,553459.6,332282.04,,24.28,200.03,50.76,80.41,74.29,316.8,,,39.28,52.29,28.87,26.79,20.53,18.57,,,,,123.75,1400.49,28.31,,,,104.78,19.66,,,,,,,,,,110.1,107.56,,16.67,26.67,16.62,15.69,,,,,,,,,27.9,,,43.35,92.13,,31.96,,213.9,37.83,,,,138.52,10.99,,248.13,1.12,,334.86,213.41,,15879.82,,275.13,,,35.96,,34.44,427.62,,,,,64.79,52.29
2014-02-03,,,,,292.16,30.61,28.35,29.49,32.61,,,,,,,51.98,475.9,16.15,102.63,363.3,262.18,20.41,,245.19,33.55,,,20.51,133.95,25.78,263.96,313.31,,,,80.11,,,190.36,,,1199.1,,,35.37,106.37,,,554316.36,324085.81,,24.61,199.97,50.9,81.0,73.79,317.48,,,39.36,52.45,28.89,26.98,20.68,18.57,,,,,125.36,1408.75,28.23,,,,104.36,19.54,,,,,,,,,,110.76,108.73,,16.7,26.56,16.7,15.54,,,,,,,,,27.22,,,43.4,92.95,,31.89,,214.05,37.95,,,,138.61,11.12,,249.83,1.12,,334.81,214.43,,15872.53,,276.49,,,35.74,,34.33,429.58,,,,,64.05,50.89
2014-02-10,,,,,292.04,30.66,28.38,29.54,32.65,,,,,,,52.04,481.48,16.14,102.63,363.3,261.97,20.41,,245.44,33.56,,,21.37,133.98,26.76,264.13,313.28,,,,80.23,,,190.5,,,1200.14,,,35.23,106.3,,,554723.56,324875.59,,25.56,200.31,50.83,81.02,73.66,319.44,,,39.56,52.86,29.5,26.98,20.72,18.6,,,,,128.19,1408.73,28.23,,,,104.51,19.59,,,,,,,,,,110.7,108.88,,16.7,26.56,16.7,15.54,,,,,,,,,27.29,,,43.47,93.28,,32.09,,213.83,38.1,,,,139.57,11.12,,249.92,1.12,,336.17,215.91,,15881.86,,276.49,,,35.77,,34.37,430.25,,,,,64.36,49.43
2014-02-17,,,,,292.11,30.68,28.39,29.59,32.63,,,,,,,52.0,487.53,16.14,102.63,363.29,261.94,20.41,,245.88,33.5,,,22.27,134.03,27.5,264.69,313.98,,,,80.46,,,190.58,,,1201.04,,,35.11,106.34,,,555730.65,325232.51,,26.51,200.86,50.8,81.0,73.47,321.69,,,39.71,53.11,29.97,26.97,20.76,18.63,,,,,131.29,1408.68,28.22,,,,104.75,19.66,,,,,,,,,,109.36,109.08,,16.75,26.63,16.78,15.61,,,,,,,,,27.39,,,43.56,93.85,,32.29,,213.95,38.29,,,,140.36,11.13,,250.47,1.12,,337.55,217.18,,15886.2,,276.49,,,35.78,,34.41,430.91,,,,,64.57,48.67
2014-02-24,,,,,291.54,30.72,28.52,29.61,32.69,,,,,,,52.11,491.51,16.13,103.09,354.9,253.48,20.39,,246.02,33.47,,,22.98,134.19,28.2,264.95,314.68,,,,80.54,,,190.8,,,1203.07,,,34.97,106.41,,,556726.01,325608.59,,27.58,201.74,50.77,81.02,73.15,323.37,,,39.84,53.42,30.42,26.95,20.78,18.67,,,,,134.57,1405.72,28.2,,,,104.96,19.7,,,,,,,,,,108.52,109.27,,16.75,26.63,16.78,15.61,,,,,,,,,27.42,,,43.62,94.51,,32.43,,214.34,38.51,,,,140.6,11.12,,250.98,1.12,,339.0,218.15,,15949.97,,276.46,,,35.82,,34.46,431.63,,,,,64.76,48.49
2014-03-03,,,,,292.02,30.73,28.56,29.63,32.7,,,,,,,52.04,496.54,16.13,103.09,354.89,253.42,20.39,,246.46,33.43,,,23.83,134.29,28.94,265.62,315.56,,,,80.66,,,190.89,,,1204.96,,,34.86,106.39,,,557000.73,325587.15,,28.44,201.8,50.71,81.12,73.05,324.4,,,40.05,53.67,30.95,26.89,20.82,18.7,,,,,139.15,1405.72,28.2,,,,105.15,19.74,,,,,,,,,,107.78,109.44,,16.79,26.69,16.92,15.71,,,,,,,,,27.47,,,43.82,95.16,,32.66,,214.57,38.7,,,,141.31,11.12,,251.7,1.12,,340.15,219.34,,15957.94,,276.46,,,35.87,,34.5,433.24,,,,,64.92,48.9
2014-03-11,,,,,292.74,30.87,28.6,29.77,32.83,,,,,,,52.09,502.07,16.13,103.09,354.91,253.42,20.39,,246.75,33.43,,,24.54,134.4,29.74,267.08,317.05,,,,80.7,,,190.93,,,1206.24,,,34.78,106.44,,,558211.63,325809.74,,29.15,201.89,50.73,81.19,73.0,325.98,,,40.44,54.47,31.34,26.92,20.84,18.72,,,,,141.06,1405.72,28.2,,,,105.33,19.74,,,,,,,,,,108.73,109.5,,16.79,26.69,16.92,15.71,,,,,,,,,27.56,,,44.06,95.66,,33.45,,214.89,38.91,,,,142.52,11.13,,252.72,1.12,,341.68,221.25,,15954.09,,276.46,,,35.9,,34.55,434.11,,,,,65.29,49.58
2014-03-17,,,,,292.67,31.01,28.62,29.92,32.98,,,,,,,52.09,508.73,16.13,103.09,354.91,253.4,20.39,,246.86,33.38,,,24.88,134.55,30.32,267.87,318.1,,,,80.91,,,191.21,,,1209.02,,,34.77,106.43,,,558785.9,326311.5,,29.52,202.07,50.7,81.22,72.87,327.61,,,40.72,55.09,31.74,26.97,20.87,18.74,,,,,138.51,1405.72,28.2,,,,105.47,19.75,,,,,,,,,,109.09,109.66,,16.79,26.69,16.92,15.71,,,,,,,,,27.73,,,44.31,95.82,,34.23,,215.11,39.3,,,,143.42,11.13,,253.82,1.12,,343.02,222.78,,15969.69,,276.46,,,35.9,,34.6,435.27,,,,,65.61,49.91
2014-03-24,,,,,293.79,31.21,28.71,30.13,33.16,,,,,,,52.03,513.21,16.13,103.07,354.79,253.4,20.39,,247.07,33.26,,,25.2,134.77,30.87,268.9,319.45,,,,81.2,,,191.46,,,1213.21,,,34.69,106.4,,,560276.45,326567.41,,29.85,202.5,50.75,81.29,72.75,328.7,,,40.91,55.59,32.09,27.0,20.95,18.76,,,,,133.72,1405.02,28.18,,,,105.69,19.76,,,,,,,,,,111.08,109.87,,16.79,26.69,16.92,15.71,,,,,,,,,27.95,,,44.65,96.4,,34.91,,215.79,39.79,,,,144.15,11.13,,254.8,1.12,,344.32,224.4,,15959.43,,276.46,,,35.9,,34.63,437.63,,,,,65.89,49.98
2014-03-31,,,,,294.28,31.26,28.72,30.18,33.21,,,,,,,52.01,515.59,16.13,103.08,354.89,253.46,20.39,,247.44,33.2,,,25.53,134.92,31.2,269.96,320.24,,,,81.3,,,191.7,,,1217.52,,,34.64,106.39,,,562555.29,329242.58,,30.09,203.11,50.75,81.3,72.77,329.58,,,41.01,55.8,32.24,27.03,20.97,18.8,,,,,130.92,1404.99,28.18,,,,105.89,19.78,,,,,,,,,,115.29,110.01,,16.8,26.69,16.92,15.72,,,,,,,,,28.14,,,44.87,96.64,,35.31,,217.12,40.19,,,,144.67,11.14,,255.36,1.12,,344.69,225.19,,15964.42,,276.46,,,35.92,,34.65,439.05,,,,,66.13,49.94
2014-04-07,,,,,293.59,31.33,28.81,30.25,33.29,,,,,,,52.07,518.25,16.13,103.08,354.89,253.46,20.39,,247.58,33.17,,,25.92,135.25,31.6,271.08,321.88,,,,81.53,,,192.25,,,1226.15,,,34.64,106.46,,,563601.54,330244.41,,30.28,203.25,50.81,81.34,72.69,331.09,,,41.23,56.21,32.45,27.05,21.0,18.83,,,,,126.96,1404.99,28.03,,,,106.2,19.78,,,,,,,,,,117.07,110.12,,16.87,26.69,17.01,15.78,,,,,,,,,28.35,,,45.21,97.12,,35.64,,219.33,40.69,,,,145.42,11.15,,256.58,1.13,,345.14,226.7,,15948.03,,276.46,,,36.01,,34.72,440.57,,,,,66.38,49.76
2014-04-14,,,,,294.28,31.38,28.84,30.31,33.32,,,,,,,52.11,519.49,16.13,103.14,355.27,253.46,20.39,,248.01,33.17,,,26.87,135.84,31.88,272.18,323.58,,,,81.69,,,192.92,,,1227.96,,,34.7,106.58,,,565592.89,330791.08,,30.42,203.39,50.9,81.38,72.74,332.35,,,41.4,56.61,32.85,27.05,21.03,18.84,,,,,122.62,1404.99,28.03,,,,106.43,19.78,,,,,,,,,,115.99,110.24,,16.88,26.69,17.01,15.78,,,,,,,,,28.63,,,45.44,97.41,,35.84,,221.33,41.2,,,,146.07,11.14,,257.95,1.13,,345.82,227.84,,15971.38,,276.46,,,36.05,,34.74,442.13,,,,,66.64,49.48
2014-04-21,,,,,295.76,31.43,28.86,30.36,33.37,,,,,,,52.16,520.97,16.13,103.14,355.27,253.46,20.39,,248.58,33.17,,,28.41,136.4,32.27,273.6,325.51,,,,81.99,,,193.72,,,1233.09,,,34.74,106.92,,,566300.08,331766.1,,30.54,203.76,50.94,81.49,72.66,333.16,,,41.55,56.91,33.31,27.06,21.08,18.87,,,,,119.99,1404.99,28.03,,,,106.62,19.8,,,,,,,,,,116.19,110.25,,16.91,26.69,17.0,15.78,,,,,,,,,28.9,,,45.73,97.63,,35.97,,223.49,41.86,,,,146.64,11.14,,259.57,1.13,,346.4,228.56,,15969.6,,276.46,,,36.08,,34.75,443.91,,,,,66.79,48.95
2014-04-28,,,,,295.46,31.48,28.9,30.4,33.44,,,,,,,52.13,522.72,16.13,103.14,355.27,253.46,20.39,,248.78,33.17,,,29.94,136.68,32.65,274.34,326.57,,,,82.07,,,194.23,,,1234.87,,,34.73,107.4,,,567109.54,332531.04,,31.01,204.11,50.94,81.54,72.67,334.2,,,41.63,57.07,33.68,27.12,21.11,18.91,,,,,117.73,1405.8,28.03,,,,106.79,19.8,,,,,,,,,,115.95,110.37,,16.91,26.69,17.0,15.78,,,,,,,,,29.1,,,45.83,97.98,,36.11,,225.75,42.29,,,,146.89,11.14,,260.17,1.13,,346.56,228.64,,15975.08,,276.46,,,36.14,,34.78,445.11,,,,,66.7,48.3
2014-05-05,,,,,296.04,31.5,28.91,30.42,33.46,,,,,,,52.18,523.31,16.13,103.14,355.27,253.46,20.39,,249.27,33.16,,,31.56,136.94,33.08,275.04,327.84,,,,82.14,,,194.72,,,1236.61,,,34.82,108.06,,,567185.79,332852.96,,31.8,204.24,51.0,81.64,72.62,334.93,,,41.69,57.16,34.07,27.18,21.17,18.93,,,,,113.91,1405.8,28.0,,,,106.88,19.81,,,,,,,,,,113.83,110.57,,16.91,26.69,17.23,15.9,,,,,,,,,29.32,,,45.96,98.08,,36.17,,230.77,42.57,,,,147.17,11.14,,260.6,1.13,,346.58,229.01,,15963.49,,276.46,,,36.17,,34.83,446.06,,,,,66.79,47.11
2014-05-12,,,,,298.63,31.53,28.93,30.45,33.49,,,,,,,52.25,524.06,16.13,103.14,355.27,253.46,20.39,,249.87,33.17,,,33.24,137.28,33.8,276.2,329.09,,,,82.28,,,195.3,,,1236.7,,,34.87,109.04,,,567345.66,333375.79,,33.15,204.34,51.08,81.78,72.53,335.5,,,41.77,57.21,34.82,27.2,21.21,18.97,,,,,108.69,1405.8,28.0,,,,107.03,19.82,,,,,,,,,,110.91,110.82,,16.91,26.69,17.23,15.9,,,,,,,,,29.57,,,46.09,98.2,,36.23,,236.13,42.92,,,,147.47,11.15,,261.8,1.13,,346.91,229.27,,15957.77,,276.46,,,36.2,,34.88,447.32,,,,,67.13,45.69
2014-05-19,,,,,297.37,31.59,28.98,30.51,33.53,,,,,,,52.43,525.29,16.13,103.16,355.35,253.45,20.39,,250.61,33.18,,,35.3,137.65,34.87,277.75,330.66,,,,82.59,,,195.83,,,1237.08,,,34.93,110.39,,,568038.82,333437.81,,34.96,205.29,51.19,81.94,72.5,336.41,,,41.8,57.25,35.51,27.23,21.31,19.01,,,,,98.87,1405.8,28.02,,,,107.27,19.82,,,,,,,,,,104.07,111.28,,16.97,26.69,17.25,15.99,,,,,,,,,29.93,,,46.23,98.41,,36.35,,242.22,43.31,,,,147.69,11.15,,263.53,1.13,,346.93,229.62,,15969.05,,276.46,,,36.23,,34.91,448.33,,,,,67.49,43.91
2014-05-26,,,,,297.04,31.62,29.0,30.55,33.57,,,,,,,52.54,525.93,16.13,103.16,355.35,253.45,20.39,,251.33,33.18,,,36.7,138.0,35.72,278.88,331.96,,,,82.81,,,196.38,,,1240.1,,,34.97,111.35,,,568904.93,334054.05,,36.14,205.65,51.32,82.01,72.49,336.89,,,41.86,57.31,36.31,27.3,21.35,19.05,,,,,91.84,1405.8,28.02,,,,107.54,20.05,,,,,,,,,,99.38,111.6,,16.97,26.69,17.25,15.99,,,,,,,,,30.16,,,46.39,98.67,,36.51,,246.73,43.63,,,,147.95,11.13,,264.8,1.13,,346.73,229.92,,15960.91,,276.46,,,36.21,,34.97,449.76,,,,,67.64,42.76
2014-06-02,,,,,297.21,31.67,29.03,30.6,33.6,,,,,,,52.58,527.07,16.13,103.15,355.35,253.45,20.39,,251.92,33.18,,,37.84,138.31,37.19,279.8,333.31,,,,83.11,,,197.08,,,1239.94,,,34.98,112.75,,,569098.81,334149.76,,36.32,205.72,51.39,82.13,72.47,337.65,,,41.88,57.32,36.99,27.35,21.39,19.09,,,,,86.25,1405.8,28.02,,,,107.68,20.09,,,,,,,,,,95.54,111.89,,17.11,27.65,17.47,16.13,,,,,,,,,30.35,,,46.5,98.86,,36.84,,249.35,43.87,,,,148.1,11.14,,265.74,1.13,,346.63,230.0,,15988.34,,276.46,,,36.25,,35.03,450.75,,,,,67.74,42.26
2014-06-09,,,,,296.2,31.69,29.03,30.62,33.63,,,,,,,52.72,527.74,16.13,103.15,355.32,253.45,20.39,,252.16,33.18,,,37.35,138.54,38.42,281.12,334.95,,,,83.4,,,197.59,,,1240.75,,,35.03,114.48,,,569148.42,334109.5,,35.55,205.81,51.47,82.19,72.47,338.07,,,41.87,57.38,37.27,27.39,21.42,19.12,,,,,81.06,1405.8,27.89,,,,107.93,20.09,,,,,,,,,,92.67,112.16,,17.12,27.65,17.47,16.13,,,,,,,,,30.52,,,46.59,98.94,,37.21,,250.96,44.11,,,,148.29,11.16,,266.77,1.13,,346.09,230.0,,15987.42,,276.46,,,36.33,,35.11,452.92,,,,,67.69,42.24
2014-06-16,,,,,295.64,31.72,29.09,30.65,33.66,,,,,,,52.77,528.32,16.13,103.15,355.32,253.45,20.39,,252.21,33.19,,,35.38,138.87,39.06,282.1,336.29,,,,83.55,,,197.82,,,1240.95,,,35.16,115.86,,,569546.33,334126.96,,34.53,205.91,51.51,82.3,72.4,338.38,,,41.88,57.36,37.21,27.42,21.45,19.15,,,,,76.69,1405.8,27.89,,,,107.99,20.09,,,,,,,,,,90.51,112.33,,17.12,27.65,17.47,16.13,,,,,,,,,30.66,,,46.69,98.86,,37.51,,251.84,44.28,,,,148.41,11.16,,267.55,1.13,,345.74,230.18,,15985.06,,276.46,,,36.38,,35.18,453.96,,,,,67.64,42.54
2014-06-23,,,,,296.31,31.78,29.14,30.72,33.69,,,,,,,52.85,529.38,16.13,103.15,355.32,253.45,20.39,,252.52,33.19,,,32.17,139.14,39.26,283.44,338.4,,,,83.8,,,198.14,,,1241.81,,,35.17,117.46,,,569995.5,334217.62,,33.14,206.59,51.58,82.4,72.29,339.14,,,41.85,57.41,37.23,27.48,21.53,19.28,,,,,71.52,1405.8,27.89,,,,108.2,20.09,,,,,,,,,,89.11,112.97,,17.12,27.65,17.47,16.13,,,,,,,,,30.86,,,46.79,98.88,,37.89,,253.11,44.6,,,,148.52,11.17,,268.44,1.13,,345.15,230.17,,16030.02,,276.46,,,36.43,,35.24,456.01,,,,,67.74,43.08
2014-06-30,,,,,296.67,31.86,29.14,30.8,33.79,,,,,,,52.86,529.69,16.13,103.15,361.48,255.56,20.39,,252.91,33.2,,,29.15,139.26,38.83,284.44,339.82,,,,83.97,,,198.37,,,1242.89,,,35.2,118.48,,,570354.56,334314.7,,32.29,206.81,51.63,82.45,72.17,339.23,,,41.87,57.37,37.25,27.49,21.56,19.32,,,,,66.26,1405.8,27.89,,,,108.4,20.09,,,,,,,,,,86.26,113.22,,17.15,27.65,17.47,16.13,,,,,,,,,31.0,,,46.92,99.07,,38.11,,253.41,44.73,,,,148.7,11.19,,269.42,1.13,,344.69,230.4,,16046.56,,276.46,,,36.44,,35.28,457.57,,,,,68.04,43.94
2014-07-07,,,,,296.62,31.99,29.22,30.93,33.93,,,,,,,52.92,530.33,16.54,105.13,368.29,260.15,20.85,,253.63,33.23,,,26.39,139.47,37.46,285.53,341.32,,,,84.33,,,198.77,,,1243.07,,,35.21,119.71,,,570504.12,334513.01,,31.67,206.95,51.69,82.54,72.16,339.62,,,41.87,57.35,37.32,27.56,21.58,19.35,,,,,61.25,1432.24,28.42,,,,108.6,20.27,,,,,,,,,,83.58,113.44,,17.25,27.65,17.49,16.18,,,,,,,,,31.12,,,46.97,99.19,,38.29,,253.74,44.9,,,,148.72,11.2,,270.67,1.13,,343.91,230.55,,16057.73,,283.38,,,36.54,,35.41,458.59,,,,,68.05,45.78
2014-07-14,,,,,296.96,32.14,29.25,31.07,34.08,,,,,,,52.99,530.53,16.6,105.43,369.24,261.02,20.92,,254.06,33.25,,,24.1,139.63,34.98,286.56,342.45,,,,84.62,,,199.16,,,1243.74,,,35.25,120.53,,,570457.37,334616.77,,31.25,207.05,51.8,82.61,72.13,340.12,,,41.89,57.39,36.62,27.55,21.62,19.36,,,,,57.38,1436.02,28.47,,,,108.73,20.3,,,,,,,,,,82.02,113.6,,17.25,27.65,17.49,16.19,,,,,,,,,31.21,,,47.02,99.23,,38.4,,254.28,45.05,,,,148.73,11.21,,271.37,1.13,,343.57,230.74,,16094.35,,284.44,,,36.56,,35.5,459.25,,,,,68.15,47.34
2014-07-21,,,,,297.56,32.26,29.31,31.2,34.19,,,,,,,52.98,531.24,16.67,106.56,370.91,260.83,21.07,,254.35,33.27,,,22.24,139.86,32.59,287.69,343.76,,,,84.92,,,199.66,,,1244.1,,,35.31,121.98,,,570891.53,335026.38,,30.67,207.21,51.9,82.69,72.21,340.49,,,41.92,57.39,35.7,27.59,21.65,19.43,,,,,55.7,1444.02,28.65,,,,108.91,20.34,,,,,,,,,,79.35,113.81,,17.25,27.65,17.49,16.19,,,,,,,,,31.34,,,47.07,99.47,,38.52,,255.13,45.35,,,,148.78,11.23,,272.65,1.13,,342.67,230.96,,16132.4,,285.53,,,36.6,,35.56,460.46,,,,,68.29,48.36
2014-07-28,,,,,298.22,32.37,29.42,31.31,34.3,,,,,,,53.03,531.54,16.86,107.29,373.45,263.71,21.23,,254.53,33.31,,,20.73,140.13,30.32,288.5,344.81,,,,85.13,,,199.79,,,1242.63,,,35.33,123.1,,,571234.39,335118.64,,29.5,207.38,51.93,82.76,72.19,340.78,,,41.91,57.4,34.31,27.58,21.68,19.45,,,,,54.89,1452.71,28.85,,,,109.05,20.48,,,,,,,,,,75.87,113.93,,17.26,27.65,17.49,16.19,,,,,,,,,31.43,,,47.08,99.56,,38.59,,255.85,45.58,,,,149.02,11.24,,273.24,1.13,,342.61,230.94,,16129.69,,286.25,,,36.63,,35.58,461.29,,,,,68.24,48.39
2014-08-04,,,,,297.69,32.48,29.5,31.43,34.39,,,,,,,53.06,536.35,16.89,107.37,373.8,264.34,21.26,,254.66,33.34,,,19.61,140.32,27.85,288.78,345.68,,,,85.31,,,200.19,,,1242.33,,,35.35,124.15,,,571582.45,335133.25,,28.0,207.51,51.95,82.8,72.1,340.75,,,41.97,57.31,32.69,27.6,21.7,19.47,,,,,54.25,1452.99,28.88,,,,109.24,20.49,,,,,,,,,,70.41,113.91,,17.34,27.65,17.51,16.21,,,,,,,,,31.5,,,47.14,99.68,,38.81,,256.03,45.78,,,,149.03,11.27,,273.89,1.14,,342.37,231.08,,16124.99,,286.25,,,36.68,,35.64,462.06,,,,,68.16,47.75
2014-08-11,,,,,299.65,32.55,29.55,31.51,34.46,,,,,,,53.09,539.26,16.91,107.4,373.87,264.71,21.3,,255.55,33.36,,,18.6,140.41,25.41,289.58,346.53,,,,85.55,,,200.45,,,1242.86,,,35.37,125.08,,,571713.4,335181.3,,26.31,207.45,51.92,82.83,72.09,341.25,,,41.96,57.36,30.93,27.61,21.72,19.47,,,,,52.42,1453.41,28.9,,,,109.36,20.57,,,,,,,,,,65.45,114.05,,17.34,27.65,17.51,16.21,,,,,,,,,31.59,,,47.21,99.76,,39.03,,256.63,45.97,,,,149.01,11.29,,274.64,1.14,,342.11,231.29,,16126.57,,286.25,,,36.72,,35.7,462.87,,,,,67.94,46.89
2014-08-18,,,,,299.97,32.67,29.58,31.63,34.59,,,,,,,53.13,540.77,16.92,107.56,374.55,265.03,21.31,,256.17,33.38,,,17.59,140.61,23.31,290.44,347.31,,,,85.76,,,200.59,,,1243.74,,,35.41,126.17,,,571765.53,335218.76,,24.57,207.57,51.94,82.84,71.97,341.83,,,41.98,57.36,29.42,27.62,21.76,19.5,,,,,50.69,1455.05,28.95,,,,109.45,20.59,,,,,,,,,,61.35,114.4,,17.34,27.65,17.51,16.21,,,,,,,,,31.69,,,47.18,100.1,,39.12,,257.93,46.13,,,,149.03,11.3,,275.48,1.14,,342.94,231.38,,16134.75,,286.3,,,36.77,,35.75,463.44,,,,,68.06,46.17
2014-08-25,,,,,300.69,32.75,29.59,31.71,34.67,,,,,,,53.17,541.89,16.95,108.0,375.83,265.2,21.36,,256.83,33.39,,,17.05,140.92,21.54,291.74,348.23,,,,86.04,,,200.93,,,1248.79,,,35.43,127.99,,,571563.4,335208.38,,23.13,207.86,51.96,82.83,71.9,342.25,,,41.93,57.31,28.12,27.58,21.77,19.53,,,,,49.42,1454.9,28.96,,,,109.61,20.73,,,,,,,,,,56.97,114.49,,17.34,27.65,17.51,16.21,,,,,,,,,31.74,,,47.19,100.58,,38.93,,260.25,46.44,,,,148.98,11.32,,276.46,1.14,,344.22,231.28,,16163.05,,286.3,,,36.77,,35.77,464.95,,,,,68.42,45.94
2014-09-01,,,,,300.44,32.81,29.61,31.79,34.7,,,,,,,53.23,542.47,16.95,108.0,375.83,265.2,21.36,,257.68,33.4,,,16.56,141.19,20.8,292.55,348.98,,,,86.1,,,201.41,,,1250.41,,,35.47,129.43,,,571592.37,335343.34,,22.18,207.95,52.02,83.05,71.83,342.43,,,41.99,57.34,27.22,27.59,21.8,19.58,,,,,50.0,1455.06,28.96,,,,109.87,20.75,,,,,,,,,,55.29,114.66,,17.35,27.65,17.51,16.21,,,,,,,,,31.74,,,47.18,100.88,,38.69,,261.84,46.61,,,,149.22,11.32,,277.06,1.14,,345.76,231.52,,16174.91,,286.3,,,36.81,,35.81,465.82,,,,,68.56,46.17
2014-09-08,,,,,300.79,32.86,29.65,31.84,34.75,,,,,,,53.26,543.17,16.95,108.02,375.79,265.04,21.36,,258.56,33.4,,,16.17,141.45,20.0,293.7,350.72,,,,86.41,,,201.83,,,1251.58,,,35.46,130.73,,,571759.57,335829.82,,21.29,208.0,52.09,83.07,71.8,342.51,,,42.07,57.47,26.35,27.62,21.84,19.61,,,,,52.44,1455.13,28.96,,,,109.85,20.78,,,,,,,,,,55.35,114.9,,17.35,27.65,17.51,16.21,,,,,,,,,31.71,,,47.15,101.18,,38.34,,264.0,46.81,,,,149.4,11.35,,278.7,1.14,,347.65,231.95,,16166.78,,286.3,,,36.87,,35.83,466.43,,,,,68.67,46.48
2014-09-15,,,,,301.34,32.97,29.74,31.99,34.8,,,,,,,53.32,543.52,16.95,108.02,375.94,264.9,21.36,,259.88,33.42,,,15.82,141.71,19.55,295.15,352.46,,,,86.8,,,202.69,,,1251.91,,,35.43,131.55,,,571818.39,335864.0,,20.62,208.17,52.15,83.14,71.86,343.01,,,42.11,57.51,25.76,27.6,21.86,19.64,,,,,54.72,1455.13,28.93,,,,110.05,20.79,,,,,,,,,,56.88,114.99,,17.35,27.65,17.51,16.21,,,,,,,,,31.69,,,47.16,101.41,,37.96,,266.2,46.99,,,,149.68,11.36,,279.98,1.14,,349.42,232.92,,16159.65,,286.3,,,36.88,,35.84,467.52,,,,,68.36,46.71
2014-09-22,,,,,303.05,33.04,29.8,32.06,34.87,,,,,,,53.41,543.65,16.95,108.02,375.99,264.9,21.36,,261.46,33.42,,,15.71,142.37,19.39,296.48,354.75,,,,87.43,,,203.88,,,1254.24,,,35.4,132.65,,,571965.09,336217.96,,20.23,208.56,52.24,83.28,71.82,343.77,,,42.18,57.62,25.41,27.61,21.89,19.72,,,,,56.24,1455.19,28.94,,,,110.45,20.8,,,,,,,,,,58.42,115.0,,17.35,27.65,17.51,16.21,,,,,,,,,31.58,,,47.12,101.49,,37.4,,268.95,47.21,,,,150.05,11.35,,281.6,1.14,,351.25,233.88,,16165.14,,286.3,,,36.89,,35.87,469.37,,,,,67.97,46.82
2014-09-29,,,,,302.68,33.12,29.84,32.15,34.93,,,,,,,53.48,544.0,16.95,108.02,376.0,264.88,21.36,,262.33,33.42,,,15.77,142.74,19.72,297.62,355.91,,,,87.68,,,204.43,,,1256.44,,,35.38,133.45,,,571159.84,336210.88,,20.27,208.77,52.26,83.28,71.85,344.51,,,42.22,57.62,25.26,27.62,21.9,19.74,,,,,58.75,1466.25,28.95,,,,110.47,20.87,,,,,,,,,,60.46,115.13,,17.35,27.65,17.51,16.21,,,,,,,,,31.48,,,47.06,101.81,,37.0,,270.09,47.34,,,,150.32,11.35,,282.72,1.14,,352.4,234.34,,16177.74,,286.3,,,36.9,,35.89,470.33,,,,,67.63,46.96
